id,number,title,body,agent,user_id,user,state,created_at,closed_at,merged_at,repo_id,repo_url,html_url,type,reason,classification_reason,author_type,additions,deletions,patch,num_commits,patch_length,primary_language,is_merged,is_closed,is_open,time_to_close_hours,time_to_merge_hours,time_to_close_days,time_to_merge_days,title_length,title_word_count,body_length,body_word_count,has_body,gpt_explanation,gpt_comparison,optimization_pattern,optimization_subpattern,pattern_confidence,gpt_success,gpt_error,gpt_tokens
2486573779,90516,ref(perf-issues): Consolidate File IO override option,"This PR removes the `performance_issues.file_io_main_thread.disabled` override option for the FileIOMainThread detector. There are already system options that were being checked after detection to stop issue creation, but instead, we will defer to the Issue Platform on whether or not an issue should be created.

I've documented this change on the base class's methods and changed `creation` to `detection` since it establishes the detector will not be run if the option is set to false.",Human,35509934,leeandher,closed,2025-04-28 18:17:36+00:00,2025-04-28 19:22:01+00:00,2025-04-28 19:22:01+00:00,,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/90516,perf,"The PR improves the performance issue detection by removing redundant override options and deferring issue creation decisions to the Issue Platform, which optimizes the detection process without adding new features or fixing bugs.","The PR improves the performance issue detection by removing redundant override options and deferring issue creation decisions to the Issue Platform, which optimizes the detection process without adding new features or fixing bugs.",Human,,,,,,Python,True,True,False,1.073611111111111,1.073611111111111,0.0447337962962962,0.0447337962962962,53,6,490.0,74.0,True,"The code manages performance issue detection related to file I/O on the main thread. It previously used a specific override option ('performance_issues.file_io_main_thread.disabled') to control whether the detector runs. This change removes that specific override and instead relies on existing system-wide options and the Issue Platform to determine if an issue should be created, streamlining configuration and centralizing control.","The original version used a dedicated override, introducing extra condition checking and configuration specific to file I/O on the main thread. The optimized version removes this redundant layer, consolidates logic to use existing platform/system-wide controls, and renames methods for clarity. This reduces unnecessary code paths, removes redundant configuration, and documents the intended control flow more clearly at the base class level.",Code Smells and Structural Simplification,Remove Redundant Method Calls,high,True,,1177
2419106029,87963,ref(span-buffer): Move from sets to arrays,"Arrays might be faster as they might not run comparisons on payloads to
determine whether they are unique. However, they might not be as each
item has to be copied individually in Lua.
",Human,837573,untitaker,closed,2025-03-26 11:30:27+00:00,2025-04-04 10:20:54+00:00,,,https://api.github.com/repos/getsentry/sentry,https://github.com/getsentry/sentry/pull/87963,perf,"The change involves modifying the data structure used in the code (from sets to arrays) to potentially improve performance, without adding new features or fixing bugs.","The change involves modifying the data structure used in the code (from sets to arrays) to potentially improve performance, without adding new features or fixing bugs.",Human,,,,,,Python,False,True,False,214.84083333333336,,8.951701388888889,,42,6,188.0,33.0,True,"The code manages a data buffer for span (range) objects, previously storing them in sets (which enforce uniqueness through comparisons) and now switching to arrays (lists), which do not enforce uniqueness but may be faster due to simpler data structure operations. The goal is to optimize performance when handling many span payloads.","Previously, the code used sets to store span buffers, likely relying on key-indexed tables to enforce uniqueness, which requires checking payloads for equality (incurring comparison costs for insertions and lookups). The optimized code replaces sets with arrays, eliminating uniqueness checks and comparison overhead, relying instead on raw sequential storage and copying. This can improve insertion and access speeds, especially if the uniqueness guarantee is not needed. The change trades off the benefit of uniqueness enforcement for potentially better speed. There is no apparent change in the algorithmic logic, just in the data structure used for storage.",Data Structure Selection and Adaptation,Darwinian Selection,high,True,,1145
2425248848,18585,avoid encoding as double in `napi_create_double` if possible,"### What does this PR do?
Arithmetic on numbers encoded as doubles in JSC seems to hit more slow paths compared to `NumberTag` numbers.

Fixes #9218

We might want to do this in other places. With this change in a debug build, fps goes from ~1 to ~100 on M4 max

<img width=""339"" alt=""Screenshot 2025-03-28 at 5 54 06 AM"" src=""https://github.com/user-attachments/assets/2f4817a4-af4c-4d9e-a293-d98d478871be"" />
<!-- **Please explain what your changes do**, example: -->

<!--

This adds a new flag --bail to bun test. When set, it will stop running tests after the first failure. This is useful for CI environments where you want to fail fast.

-->

### How did you verify your code works?

<!-- **For code changes, please include automated tests**. Feel free to uncomment the line below -->

<!-- I wrote automated tests -->

<!-- If JavaScript/TypeScript modules or builtins changed:

- [ ] I included a test for the new code, or existing tests cover it
- [ ] I ran my tests locally and they pass (`bun-debug test test-file-name.test`)

-->

<!-- If Zig files changed:

- [ ] I checked the lifetime of memory allocated to verify it's (1) freed and (2) only freed when it should be
- [ ] I included a test for the new code, or an existing test covers it
- [ ] JSValue used outside of the stack is either wrapped in a JSC.Strong or is JSValueProtect'ed
- [ ] I wrote TypeScript/JavaScript tests and they pass locally (`bun-debug test test-file-name.test`)
-->

<!-- If new methods, getters, or setters were added to a publicly exposed class:

- [ ] I added TypeScript types for the new methods, getters, or setters
-->

<!-- If dependencies in tests changed:

- [ ] I made sure that specific versions of dependencies are used instead of ranged or tagged versions
-->

<!-- If a new builtin ESM/CJS module was added:

- [ ] I updated Aliases in `module_loader.zig` to include the new module
- [ ] I added a test that imports the module
- [ ] I added a test that require() the module
-->
",Human,35280289,dylan-conway,closed,2025-03-28 13:01:23+00:00,2025-03-28 22:16:32+00:00,2025-03-28 22:16:32+00:00,,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/18585,perf,"The PR improves performance by avoiding unnecessary encoding as double, resulting in a significant FPS increase. This is a performance optimization rather than a bug fix or new feature.","The PR improves performance by avoiding unnecessary encoding as double, resulting in a significant FPS increase. This is a performance optimization rather than a bug fix or new feature.",Human,,,,,,Zig,True,True,False,9.2525,9.2525,0.3855208333333333,0.3855208333333333,60,8,2039.0,351.0,True,"The code in question optimizes the process of creating number representations in the N-API for JavaScriptCore (JSC), particularly in the 'napi_create_double' function. Originally, all numbers were encoded as doubles regardless of whether a more efficient internal representation ('NumberTag') was possible. The updated code adds a check to use the more efficient 'NumberTag' encoding for numbers that can be represented this way, only falling back to double encoding when necessary. This improves arithmetic performance by enabling faster paths in JSC for commonly used integer and small number values.","The original code always encoded numeric values as doubles, which in JSC leads to hitting more slow paths during arithmetic operations. The optimized code first checks if the numeric value can be represented using the more efficient 'NumberTag' encoding, and chooses that over the double encoding when possible. This change reduces the number of slow-path executions in the JSC engine, as arithmetic on 'NumberTag' values is handled much more efficiently than on doubles. This leads to a dramatic frames-per-second improvement (from ~1 FPS to ~100 FPS as cited) due to reduced overhead and better use of JSC's fast paths. The redundant/unnecessary casting of values to double is also avoided, resulting in both faster and more memory-efficient execution paths for many typical numeric values.",Memory and Data Locality Optimizations,Access Data with Appropriate Type,high,True,,1684
2613893429,20612,Optimize  `napi_get_value_string_utf8` `napi_get_value_string_latin1`  `napi_get_value_string_utf16`,"

### What does this PR do?

Avoid resolving string slices

Check for exceptions when resolving rope strings

### How did you verify your code works?

It compiled",Human,709451,Jarred-Sumner,closed,2025-06-24 07:24:20+00:00,2025-06-25 00:39:33+00:00,2025-06-25 00:39:33+00:00,,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/20612,perf,"The PR description indicates improvements in the implementation to avoid unnecessary operations and handle exceptions better, which are performance-related enhancements rather than bug fixes or new features.","The PR description indicates improvements in the implementation to avoid unnecessary operations and handle exceptions better, which are performance-related enhancements rather than bug fixes or new features.",Human,,,,,,Zig,True,True,False,17.253611111111113,17.253611111111113,0.7189004629629631,0.7189004629629631,100,4,172.0,27.0,True,"The code involves optimization of three N-API string retrieval functions: 'napi_get_value_string_utf8', 'napi_get_value_string_latin1', and 'napi_get_value_string_utf16'. These functions are responsible for extracting string values from JavaScript values in various encodings through the Native Abstractions for Node.js (N-API) interface. The optimizations target internal handling when strings use rope data structures (i.e., concatenated or composite strings). Specifically, it avoids prematurely resolving or flattening 'rope' strings (which can be composed of smaller string slices) unless absolutely necessary, and ensures robust error handling if rope resolution throws exceptions.","The original implementation likely resolved 'rope' strings into contiguous string slices even when not strictly necessary, which could cause unnecessary heap allocations, CPU work, or cache thrashing if the full string was not needed immediately. The optimized version checks if resolution is required before flattening the string, thereby avoiding extra computation and memory usage in the common case. Additionally, it adds checks for exceptions during the rope resolution process, providing more robust and fail-safe behavior. This reduces redundant or costly logic that only sometimes needs to be executed.",Control-Flow and Branching Optimizations,Remove Branches by Doing Extra Work,high,True,,1223
2303501996,16857,Drain microtasks again after deferred tasks run,"### What does this PR do?

Deferred tasks might call callbacks to JavaScript. We need to drain microtasks when calling into JavaScript. Therefore, we should drain microtasks after draining deferred tasks. 

Whether or not we should recursively do this is another question.

### How did you verify your code works?

Let's see what CI says about this.",Human,709451,Jarred-Sumner,closed,2025-01-29 01:31:39+00:00,2025-03-08 04:09:53+00:00,,,https://api.github.com/repos/oven-sh/bun,https://github.com/oven-sh/bun/pull/16857,perf,"The change improves the runtime behavior by ensuring microtasks are drained after deferred tasks, which can be seen as a performance or correctness improvement in task scheduling.","The change improves the runtime behavior by ensuring microtasks are drained after deferred tasks, which can be seen as a performance or correctness improvement in task scheduling.",Human,,,,,,Zig,False,True,False,914.6372222222222,,38.10988425925926,,47,7,357.0,57.0,True,"The code is responsible for managing the correct sequencing and execution of microtasks and deferred tasks, particularly when interacting with JavaScript callbacks. By ensuring that microtasks are drained again after deferred tasks have run (because deferred tasks might schedule new microtasks via JavaScript callbacks), the code guarantees proper microtask scheduling and execution order as per the JavaScript event loop semantics.","The original version only drained microtasks before running deferred tasks. The optimized version adds an additional draining of microtasks after deferred tasks are run. This change does not alter the core algorithm but ensures that all microtasks scheduled during deferred task processing are executed immediately, improving event loop correctness and potentially reducing latency and avoiding redundant wakeups or event loop ticks. There is no redundant code removed, but the sequence of execution is structurally modified for more predictable runtime behavior, which may avoid edge-case bugs and inefficiency in microtask scheduling.",Control-Flow and Branching Optimizations,Make Conditional Branches More Predictable,medium,True,,1178
2427616889,1256,perf(chatcmpl): remove `space` from `base-url`,"## 概述

- fix: #1248 

## 检查清单

### PR 作者完成

*请在方括号间写`x`以打勾

- [ ] 阅读仓库[贡献指引](https://github.com/RockChinQ/LangBot/blob/master/CONTRIBUTING.md)了吗？
- [ ] 与项目所有者沟通过了吗？
- [ ] 我确定已自行测试所作的更改，确保功能符合预期。

### 项目所有者完成

- [ ] 相关 issues 链接了吗？
- [ ] 配置项写好了吗？迁移写好了吗？生效了吗？
- [ ] 依赖写到 requirements.txt 和 core/bootutils/deps.py 了吗
- [ ] 文档编写了吗？",Human,45992437,RockChinQ,closed,2025-03-30 15:59:41+00:00,2025-03-30 15:59:55+00:00,2025-03-30 15:59:55+00:00,,https://api.github.com/repos/RockChinQ/LangBot,https://github.com/RockChinQ/LangBot/pull/1256,perf,"The title indicates a performance improvement by removing unnecessary spaces from a URL, which aligns with the 'perf' type for performance enhancements.","The title indicates a performance improvement by removing unnecessary spaces from a URL, which aligns with the 'perf' type for performance enhancements.",Human,,,,,,,True,True,False,0.0038888888888888,0.0038888888888888,0.000162037037037,0.000162037037037,46,5,346.0,47.0,True,"The code is responsible for constructing a 'base-url' string used in API calls or similar network operations. Previously, there was a possibility that the generated base URL had leading, trailing, or extra spaces, potentially causing incorrect HTTP requests. The commit removes space characters from the base URL to ensure that it is well-formed and does not contain any whitespace, fixing potential bugs and inconsistencies related to URL handling.","The original code may have either allowed whitespace in the base-url string or did not actively trim/remove extra spaces. The optimized code explicitly removes or trims out any spaces from the base-url (either via a .replace(), .strip(), or similar method). This not only corrects potential bugs but also avoids failed or misdirected network requests, reducing unnecessary error-handling or retries. Technically, this is a code simplification and minor correctness/performance improvement by avoiding invalid URL errors that may have resulted in wasted cycles.",Code Smells and Structural Simplification,Remove Redundant Method Calls,high,True,,1279
2609611207,1213,perf(engine): Disable worker eager execution to try distribute load,"
    
<!-- This is an auto-generated description by cubic. -->

## Summary by cubic
Disabled eager activity execution for Temporal workers to help distribute load more evenly.

- **Config**
  - Added TEMPORAL__DISABLE_EAGER_ACTIVITY_EXECUTION environment variable to control this behavior.

<!-- End of auto-generated description by cubic. -->

",Human,5508348,daryllimyt,closed,2025-06-22 09:46:03+00:00,2025-06-22 09:47:52+00:00,2025-06-22 09:47:52+00:00,,https://api.github.com/repos/TracecatHQ/tracecat,https://github.com/TracecatHQ/tracecat/pull/1213,perf,"The change disables eager execution to improve load distribution, which is a performance optimization.","The change disables eager execution to improve load distribution, which is a performance optimization.",Human,,,,,,Python,True,True,False,0.0302777777777777,0.0302777777777777,0.001261574074074,0.001261574074074,67,9,357.0,45.0,True,"The code introduces an environment variable (TEMPORAL__DISABLE_EAGER_ACTIVITY_EXECUTION) to allow disabling 'eager activity execution' in Temporal workers. Eager execution is a mode where a worker immediately executes activities instead of distributing them, potentially leading to uneven load. By disabling this, activities are more likely to be distributed among available workers, potentially achieving better load balancing and overall performance.","Originally, eager execution was always enabled, causing the worker to execute activities immediately as they are scheduled, which could lead to some workers being overburdened while others are idle. The optimization adds configurability to disable this feature, allowing for more even distribution of tasks among workers. This could reduce bottlenecks, improve throughput, and make better use of computing resources. No significant redundant code removal is reported, but there is an improvement in system-level algorithm/configuration for resource utilization and scalability.",Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,high,True,,1157
2356985296,470,Patch/reduce response size for internal parse commands,"This PR removes unused elements from two internal commands, which were getting problematic in larger pipelines.

<img width=""406"" alt=""image"" src=""https://github.com/user-attachments/assets/54fd43c8-ede6-400a-8fa8-ce63544ebd24"" />
",Human,16530606,karakanb,closed,2025-02-25 15:05:26+00:00,2025-02-25 15:17:19+00:00,2025-02-25 15:17:19+00:00,,https://api.github.com/repos/bruin-data/bruin,https://github.com/bruin-data/bruin/pull/470,perf,"The PR reduces the response size by removing unused elements, which improves efficiency but does not add a new feature or fix a bug. This is a performance improvement.","The PR reduces the response size by removing unused elements, which improves efficiency but does not add a new feature or fix a bug. This is a performance improvement.",Human,,,,,,Go,True,True,False,0.1980555555555555,0.1980555555555555,0.0082523148148148,0.0082523148148148,54,7,234.0,21.0,True,"The code processes internal parse commands, likely within a software pipeline, and has been updated to reduce the response size by removing unused elements from the command responses. This change addresses performance issues that became apparent in larger pipelines, likely caused by unnecessarily large data payloads.","The original version included additional elements in the responses of certain internal commands, increasing the data transmitted or processed by downstream consumers. In the optimized version, these unused response fields have been eliminated. This change likely reduces both memory usage and network transfer overhead, leading to increased performance especially in cases with larger or more numerous pipelines. No change to core algorithmic logic or control flow is made; the modification is a tightening of response data structure, improving efficiency by not transmitting or handling data that isn't needed.",Code Smells and Structural Simplification,Remove Redundant Method Calls,high,True,,1139
2564432253,3402,Github Sync Optimization,"<!--
  Notes for authors:
  - Provide context with minimal words, keep it concise
  - Mark as a draft for work in progress PRs
  - Once ready for review, notify others in #code-reviews
  - Remember, the review process is a learning opportunity for both reviewers and authors, it's a way for us to share knowledge and avoid silos.
-->

### Why does this PR exist?

Resolves #3392 

<!--
  Describe the problem you're addressing and the rationale behind this PR.
-->

### What does this pull request do?

Currently, when syncing to GitHub(in multi file sync), we push all JSON files regardless of whether they've changed or not. This results in unnecessary writes, longer sync times, and potentially bloated commit histories.

This PR addresses it by creating a filtered Changeset when pushing to github, scanning for files only with a change, or potentially being deleted, and pushes only those changes in the commit API request. 
<!--
  Detailed summary of the changes, including any visual or interactive updates.
  For UI changes, add before/after screenshots. For interactive elements, consider including a video or an animated gif.
  Explain some of the choices you've made in the PR, if they're not obvious.
-->

### Testing this change

There is no direct way for a user to test this, but what can be done is that they can push a file with a lot of token sets, then make a small change and see how much time is it taking for them to push even a small change.

<!--
  Describe how this change can be tested. Are there steps required to get there? Explain what's required so a reviewer can test these changes locally.

  If you have a review link available, add it here.
-->

### Additional Notes (if any)

<!--
  Add any other context or screenshots about the pull request
-->
",Human,9948167,akshay-gupta7,open,2025-06-03 15:36:53+00:00,,,,https://api.github.com/repos/tokens-studio/figma-plugin,https://github.com/tokens-studio/figma-plugin/pull/3402,perf,"The PR introduces an optimization feature that reduces unnecessary file pushes during GitHub sync, improving efficiency and performance.","The PR introduces an optimization feature that reduces unnecessary file pushes during GitHub sync, improving efficiency and performance.",Human,,,,,,TypeScript,False,False,True,,,,,24,3,1824.0,305.0,True,"The code is for a multi-file sync system that integrates with GitHub. Its function is to push local JSON files to a GitHub repository as part of a synchronization process. Originally, the sync operation would push all JSON files to GitHub regardless of whether they had changed, potentially causing unnecessary network operations and verbose commit histories. The new code introduces logic to detect which files were changed or deleted and ensures that only those files are included in the GitHub commit API request.","Originally, the implementation always pushed all files to GitHub during a sync, which resulted in unnecessary data transfers, increased sync times, and larger-than-needed commit histories. The optimized version scans the set of files to be synced and adds to the list only those files which have changed or are being deleted. This change removes redundant uploads and optimizes data transfer by reducing the payload size and the number of Git operations. Algorithmically, this introduces a filtering step, which reduces the number of files processed in subsequent steps and API requests. This improves both time and network efficiency. There is also effectively a removal of unnecessary logic (e.g., iterating over unchanged files), and the commit history becomes cleaner with only actual changes tracked.",Algorithm-Level Optimizations,Select Computationally Efficient Algorithms,high,True,,1528
2588963649,1994,🔧(turbo): Configure outputLogs errors-only to reduce AI agent token usage,"## Issue

- resolve: Reduce token usage when AI agents run lint commands while maintaining error visibility

## Why is this change needed?

When AI agents execute build tools like lint, gen, and fmt through Turborepo, the verbose output consumes significant tokens. By configuring `outputLogs: ""errors-only""`, we maintain error visibility for debugging while dramatically reducing unnecessary output that agents don't need to process.

## What would you like reviewers to focus on?

- Verify that error output is still properly displayed for debugging
- Confirm that the configuration covers all relevant build tasks
- Check that this doesn't break any existing CI/CD workflows

## Testing Verification

### Success
```sh
❯ pnpm lint:turbo --force

> liam-frontend@0.0.1 lint:turbo /Users/mh4gf/ghq/github.com/liam-hq/liam
> turbo lint --force

────────────────────────────────────────────────────────────────────

                  Update available v2.5.3 ≫ v2.5.4
 Changelog: https://github.com/vercel/turborepo/releases/tag/v2.5.4
       Run ""pnpm dlx @turbo/codemod@latest update"" to update

       Follow @turborepo for updates: https://x.com/turborepo
────────────────────────────────────────────────────────────────────
turbo 2.5.3

• Packages in scope: @liam-hq/agent, @liam-hq/app, @liam-hq/cli, @liam-hq/configs, @liam-hq/db, @liam-hq/db-structure, @liam-hq/docs, @liam-hq/e2e, @liam-hq/erd-core, @liam-hq/erd-sample, @liam-hq/figma-to-css-variables, @liam-hq/github, @liam-hq/jobs, @liam-hq/mcp-server, @liam-hq/pglite-server, @liam-hq/storybook, @liam-hq/ui
• Running lint in 17 packages
• Remote caching disabled

 Tasks:    24 successful, 24 total
Cached:    0 cached, 24 total
  Time:    19.754s
```

### Failure

```sh
❯ pnpm lint:turbo

> liam-frontend@0.0.1 lint:turbo /Users/mh4gf/ghq/github.com/liam-hq/liam
> turbo lint

────────────────────────────────────────────────────────────────────

                  Update available v2.5.3 ≫ v2.5.4
 Changelog: https://github.com/vercel/turborepo/releases/tag/v2.5.4
       Run ""pnpm dlx @turbo/codemod@latest update"" to update

       Follow @turborepo for updates: https://x.com/turborepo
────────────────────────────────────────────────────────────────────
turbo 2.5.3

• Packages in scope: @liam-hq/agent, @liam-hq/app, @liam-hq/cli, @liam-hq/configs, @liam-hq/db, @liam-hq/db-structure, @liam-hq/docs, @liam-hq/e2e, @liam-hq/erd-core, @liam-hq/erd-sample, @liam-hq/figma-to-css-variables, @liam-hq/github, @liam-hq/jobs, @liam-hq/mcp-server, @liam-hq/pglite-server, @liam-hq/storybook, @liam-hq/ui
• Running lint in 17 packages
• Remote caching disabled
@liam-hq/agent:lint: cache miss, executing 74fc4e76a3a16063
@liam-hq/agent:lint:
@liam-hq/agent:lint:
@liam-hq/agent:lint: > @liam-hq/agent@0.1.0 lint /Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent
@liam-hq/agent:lint: > concurrently ""pnpm:lint:*""
@liam-hq/agent:lint:
@liam-hq/agent:lint: [eslint]
@liam-hq/agent:lint: [eslint] > @liam-hq/agent@0.1.0 lint:eslint /Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent
@liam-hq/agent:lint: [eslint] > eslint .
@liam-hq/agent:lint: [eslint]
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome] > @liam-hq/agent@0.1.0 lint:biome /Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent
@liam-hq/agent:lint: [biome] > biome check .
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [tsc]
@liam-hq/agent:lint: [tsc] > @liam-hq/agent@0.1.0 lint:tsc /Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent
@liam-hq/agent:lint: [tsc] > tsc --noEmit
@liam-hq/agent:lint: [tsc]
@liam-hq/agent:lint: [biome] ./src/chat/workflow/shared/stateManager.ts organizeImports ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome]   × Import statements could be sorted:
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome]       1   1 │   import { schemaSchema } from '@liam-hq/db-structure'
@liam-hq/agent:lint: [biome]       2     │ - import·type·{·WorkflowState·}·from·'../types'
@liam-hq/agent:lint: [biome]       3     │ - import·*·as·v·from·'valibot'
@liam-hq/agent:lint: [biome]           2 │ + import·*·as·v·from·'valibot'
@liam-hq/agent:lint: [biome]           3 │ + import·type·{·WorkflowState·}·from·'../types'
@liam-hq/agent:lint: [biome]       4   4 │
@liam-hq/agent:lint: [biome]       5   5 │   /**
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome] check ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome]   × Some errors were emitted while running checks.
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome] Skipped 1 suggested fixes.
@liam-hq/agent:lint: [biome] If you wish to apply the suggested (unsafe) fixes, use the command biome check --fix --unsafe
@liam-hq/agent:lint: [biome]
@liam-hq/agent:lint: [biome] Checked 35 files in 8ms. No fixes applied.
@liam-hq/agent:lint: [biome] Found 1 error.
@liam-hq/agent:lint: [biome]  ELIFECYCLE  Command failed with exit code 1.
@liam-hq/agent:lint: [biome] pnpm run lint:biome exited with code 1
@liam-hq/agent:lint: [tsc] pnpm run lint:tsc exited with code 0
@liam-hq/agent:lint: [eslint] pnpm run lint:eslint exited with code 0
@liam-hq/agent:lint:  ELIFECYCLE  Command failed with exit code 1.
@liam-hq/agent:lint: ERROR: command finished with error: command (/Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent) /Users/mh4gf/.asdf/installs/nodejs/22.16.0/bin/pnpm run lint exited (1)
@liam-hq/agent#lint: command (/Users/mh4gf/ghq/github.com/liam-hq/liam/frontend/internal-packages/agent) /Users/mh4gf/.asdf/installs/nodejs/22.16.0/bin/pnpm run lint exited (1)

 Tasks:    22 successful, 23 total
Cached:    21 cached, 23 total
  Time:    2.847s
Failed:    @liam-hq/agent#lint

 ERROR  run failed: command  exited (1)
 ELIFECYCLE  Command failed with exit code 1.
```

## What was done

### 🤖 Generated by PR Agent at 4049ba47d9858d737e085712f2f6f03dae52795f

• Configure `outputLogs: ""errors-only""` for build tools to reduce AI agent token usage
• Apply setting to build, gen, lint, and fmt tasks in turbo.json
• Maintain error visibility while minimizing verbose output


## Detailed Changes

<table><thead><tr><th></th><th align=""left"">Relevant files</th></tr></thead><tbody><tr><td><strong>Configuration changes</strong></td><td><table>
<tr>
  <td>
    <details>
      <summary><strong>turbo.json</strong><dd><code>Configure outputLogs errors-only for build tasks</code>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; </dd></summary>
<hr>

turbo.json

• Added <code>""outputLogs"": ""errors-only""</code> to build, gen, lint, and fmt tasks<br> <br>• Modified fmt task from empty object to explicit configuration<br> • <br>Maintained all existing dependencies and configurations


</details>


  </td>
  <td><a href=""https://github.com/liam-hq/liam/pull/1994/files#diff-f8de965273949793edc0fbfe249bb458c0becde39b2e141db087bcbf5d4ad5e3"">+9/-4</a>&nbsp; &nbsp; &nbsp; </td>

</tr>
</table></td></tr></tr></tbody></table>

## Additional Notes

This change specifically targets AI agent efficiency while preserving developer experience for error handling.

___

> <details> <summary>  Need help?</summary><li>Type <code>/help how to ...</code> in the comments thread for any questions about Qodo Merge usage.</li><li>Check out the <a href=""https://qodo-merge-docs.qodo.ai/usage-guide/"">documentation</a> for more information.</li></details>",Human,31152321,MH4GF,closed,2025-06-13 03:05:58+00:00,2025-06-13 07:44:18+00:00,2025-06-13 07:44:18+00:00,,https://api.github.com/repos/liam-hq/liam,https://github.com/liam-hq/liam/pull/1994,perf,"The change configures the build tool output to reduce token usage by limiting logs to errors only, which is a configuration improvement rather than a bug fix or new feature. It optimizes the output behavior for AI agents without changing functionality, fitting best under 'perf' for performance improvement.","The change configures the build tool output to reduce token usage by limiting logs to errors only, which is a configuration improvement rather than a bug fix or new feature. It optimizes the output behavior for AI agents without changing functionality, fitting best under 'perf' for performance improvement.",Human,,,,,,TypeScript,True,True,False,4.638888888888889,4.638888888888889,0.193287037037037,0.193287037037037,73,10,7765.0,693.0,True,"The code configures the Turborepo tool to only output error logs ('errors-only') for the build, lint, generation, and formatting tasks. This solves the problem of excessive token consumption by AI agents caused by verbose logs, while ensuring that error messages remain visible for debugging and developer workflows.","The original configuration allowed Turborepo tasks to output full logs, which included a large amount of non-essential information. The optimized version reduces the output to only show errors, significantly decreasing the volume of data processed or stored (token usage) by AI agents. There are no algorithmic changes, but the configuration eliminates unnecessary log output, improving resource efficiency. This change does not modify the execution or results of the build, lint, or format tasks; it streamlines the data pipeline and improves performance for downstream consumers that parse these logs (e.g., AI agents).",Code Smells and Structural Simplification,Remove Redundant Method Calls,high,True,,3664
