id,html_url
3254647682,https://github.com/JuliaLang/julia/pull/59071
3074606452,https://github.com/robertpenner/as3-signals/pull/74
3146327522,https://github.com/microsoft/onnxruntime/pull/25061
3076655992,https://github.com/demergent-labs/azle/pull/3058
3137892942,https://github.com/primer/react/pull/6197
3096236895,https://github.com/microsoft/HydraLab/pull/694
3120627194,https://github.com/dotnet/msbuild/pull/11953
3219696751,https://github.com/dotnet/aspnetcore/pull/62661
3193183157,https://github.com/Z3Prover/z3/pull/7710
3246365675,https://github.com/mochilang/mochi/pull/10824
3246432388,https://github.com/mochilang/mochi/pull/10855
3152227912,https://github.com/mochilang/mochi/pull/1268
3128593850,https://github.com/phellipeandrade/rbac/pull/42
3107237879,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1332
3187736538,https://github.com/mochilang/mochi/pull/4150
3120514991,https://github.com/zpm-zsh/zpm/pull/65
3206323613,https://github.com/mochilang/mochi/pull/5564
3185733825,https://github.com/mochilang/mochi/pull/3931
3245892725,https://github.com/mochilang/mochi/pull/10497
3245899488,https://github.com/mochilang/mochi/pull/10505
3245927515,https://github.com/mochilang/mochi/pull/10515
3245957050,https://github.com/mochilang/mochi/pull/10525
3245970844,https://github.com/mochilang/mochi/pull/10557
3089613637,https://github.com/addok/addok/pull/893
3128738345,https://github.com/mochilang/mochi/pull/207
3078172167,https://github.com/elixr-games/elics/pull/17
3186033939,https://github.com/mochilang/mochi/pull/3947
3186332246,https://github.com/mochilang/mochi/pull/3994
3218234090,https://github.com/mochilang/mochi/pull/7196
3218343296,https://github.com/mochilang/mochi/pull/7207
3241695471,https://github.com/mochilang/mochi/pull/9440
3241758610,https://github.com/mochilang/mochi/pull/9484
3186037018,https://github.com/mochilang/mochi/pull/3948
3164738704,https://github.com/mochilang/mochi/pull/2463
3108570703,https://github.com/OEvortex/Webscout/pull/70
3217761016,https://github.com/mochilang/mochi/pull/7115
3217766297,https://github.com/mochilang/mochi/pull/7119
3198134004,https://github.com/mochilang/mochi/pull/4798
3240460340,https://github.com/mochilang/mochi/pull/9410
3164430964,https://github.com/gensx-inc/gensx/pull/806
3087062778,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/615
3116534114,https://github.com/OpenHFT/Chronicle-Bytes/pull/686
3168842951,https://github.com/mochilang/mochi/pull/2739
3168819278,https://github.com/mochilang/mochi/pull/2736
